county,election_district,office,district,party,candidate,votes
Sussex,06-41,State Senate,20,REPUBLICAN,Rieley J L,217
Sussex,06-41,State Senate,20,GREEN,Winkler W,3
Sussex,06-41,State Senate,20,IND OF DEL,Gargano A,11
Sussex,07-41,State Senate,20,DEMOCRATIC,Bunting G,575
Sussex,07-41,State Senate,20,REPUBLICAN,Rieley J L,351
Sussex,07-41,State Senate,20,GREEN,Winkler W,5
Sussex,07-41,State Senate,20,IND OF DEL,Gargano A,74
Sussex,08-41,State Senate,20,DEMOCRATIC,Bunting G,608
Sussex,08-41,State Senate,20,REPUBLICAN,Rieley J L,413
Sussex,08-41,State Senate,20,GREEN,Winkler W,1
Sussex,08-41,State Senate,20,IND OF DEL,Gargano A,27
Sussex,Total,State Senate,20,DEMOCRATIC,Bunting G,9046
Sussex,Total,State Senate,20,REPUBLICAN,Rieley J L,5817
Sussex,Total,State Senate,20,GREEN,Winkler W,146
Sussex,Total,State Senate,20,IND OF DEL,Gargano A,207
Sussex,05-35,State Senate,21,DEMOCRATIC,Venables R,203
Sussex,07-37,State Senate,21,DEMOCRATIC,Venables R,415
Sussex,02-39,State Senate,21,DEMOCRATIC,Venables R,672
Sussex,04-39,State Senate,21,DEMOCRATIC,Venables R,538
Sussex,05-39,State Senate,21,DEMOCRATIC,Venables R,563
Sussex,06-39,State Senate,21,DEMOCRATIC,Venables R,518
Sussex,07-39,State Senate,21,DEMOCRATIC,Venables R,344
Sussex,01-40,State Senate,21,DEMOCRATIC,Venables R,687
Sussex,02-40,State Senate,21,DEMOCRATIC,Venables R,824
Sussex,03-40,State Senate,21,DEMOCRATIC,Venables R,465
Sussex,04-40,State Senate,21,DEMOCRATIC,Venables R,561
Sussex,05-40,State Senate,21,DEMOCRATIC,Venables R,406
Sussex,06-40,State Senate,21,DEMOCRATIC,Venables R,457
Sussex,07-40,State Senate,21,DEMOCRATIC,Venables R,556
Sussex,01-41,State Senate,21,DEMOCRATIC,Venables R,547
Sussex,Total,State Senate,21,DEMOCRATIC,Venables R,7756
New Castle,01-01,State Assembly,1,DEMOCRATIC,Williams D,586
New Castle,02-01,State Assembly,1,DEMOCRATIC,Williams D,461
New Castle,03-01,State Assembly,1,DEMOCRATIC,Williams D,367
New Castle,04-01,State Assembly,1,DEMOCRATIC,Williams D,460
New Castle,05-01,State Assembly,1,DEMOCRATIC,Williams D,551
New Castle,06-01,State Assembly,1,DEMOCRATIC,Williams D,310
New Castle,07-01,State Assembly,1,DEMOCRATIC,Williams D,118
New Castle,08-01,State Assembly,1,DEMOCRATIC,Williams D,71
New Castle,09-01,State Assembly,1,DEMOCRATIC,Williams D,645
New Castle,10-01,State Assembly,1,DEMOCRATIC,Williams D,212
New Castle,11-01,State Assembly,1,DEMOCRATIC,Williams D,367
New Castle,Total,State Assembly,1,DEMOCRATIC,Williams D,4148
New Castle,01-02,State Assembly,2,DEMOCRATIC,Plant H D,5
New Castle,02-02,State Assembly,2,DEMOCRATIC,Plant H D,499
New Castle,03-02,State Assembly,2,DEMOCRATIC,Plant H D,84
New Castle,04-02,State Assembly,2,DEMOCRATIC,Plant H D,7
New Castle,05-02,State Assembly,2,DEMOCRATIC,Plant H D,345
New Castle,06-02,State Assembly,2,DEMOCRATIC,Plant H D,188
New Castle,07-02,State Assembly,2,DEMOCRATIC,Plant H D,8
New Castle,08-02,State Assembly,2,DEMOCRATIC,Plant H D,94
New Castle,09-02,State Assembly,2,DEMOCRATIC,Plant H D,146
New Castle,10-02,State Assembly,2,DEMOCRATIC,Plant H D,413
New Castle,11-02,State Assembly,2,DEMOCRATIC,Plant H D,384
New Castle,12-02,State Assembly,2,DEMOCRATIC,Plant H D,173
New Castle,13-02,State Assembly,2,DEMOCRATIC,Plant H D,201
New Castle,14-02,State Assembly,2,DEMOCRATIC,Plant H D,15
New Castle,Total,State Assembly,2,DEMOCRATIC,Plant H D,2562
New Castle,01-03,State Assembly,3,DEMOCRATIC,Keeley H M,230
New Castle,01-03,State Assembly,3,REPUBLICAN,Brown C M,68
New Castle,02-03,State Assembly,3,DEMOCRATIC,Keeley H M,488
New Castle,02-03,State Assembly,3,REPUBLICAN,Brown C M,116
New Castle,03-03,State Assembly,3,DEMOCRATIC,Keeley H M,78
New Castle,03-03,State Assembly,3,REPUBLICAN,Brown C M,27
New Castle,04-03,State Assembly,3,DEMOCRATIC,Keeley H M,91
New Castle,04-03,State Assembly,3,REPUBLICAN,Brown C M,34
New Castle,05-03,State Assembly,3,DEMOCRATIC,Keeley H M,236
New Castle,05-03,State Assembly,3,REPUBLICAN,Brown C M,83
New Castle,06-03,State Assembly,3,DEMOCRATIC,Keeley H M,152
New Castle,06-03,State Assembly,3,REPUBLICAN,Brown C M,55
New Castle,07-03,State Assembly,3,DEMOCRATIC,Keeley H M,206
New Castle,07-03,State Assembly,3,REPUBLICAN,Brown C M,43
New Castle,08-03,State Assembly,3,DEMOCRATIC,Keeley H M,226
New Castle,08-03,State Assembly,3,REPUBLICAN,Brown C M,90
New Castle,09-03,State Assembly,3,DEMOCRATIC,Keeley H M,204
New Castle,09-03,State Assembly,3,REPUBLICAN,Brown C M,109
New Castle,10-03,State Assembly,3,DEMOCRATIC,Keeley H M,153
New Castle,10-03,State Assembly,3,REPUBLICAN,Brown C M,93
New Castle,11-03,State Assembly,3,DEMOCRATIC,Keeley H M,76
New Castle,11-03,State Assembly,3,REPUBLICAN,Brown C M,46
New Castle,12-03,State Assembly,3,DEMOCRATIC,Keeley H M,13
New Castle,12-03,State Assembly,3,REPUBLICAN,Brown C M,6
New Castle,Total,State Assembly,3,DEMOCRATIC,Keeley H M,2153
New Castle,Total,State Assembly,3,REPUBLICAN,Brown C M,770
New Castle,01-04,State Assembly,4,REPUBLICAN,Dipinto J,606
New Castle,02-04,State Assembly,4,REPUBLICAN,Dipinto J,335
New Castle,03-04,State Assembly,4,REPUBLICAN,Dipinto J,832
New Castle,04-04,State Assembly,4,REPUBLICAN,Dipinto J,450
New Castle,05-04,State Assembly,4,REPUBLICAN,Dipinto J,127
New Castle,06-04,State Assembly,4,REPUBLICAN,Dipinto J,509
New Castle,07-04,State Assembly,4,REPUBLICAN,Dipinto J,449
New Castle,08-04,State Assembly,4,REPUBLICAN,Dipinto J,13
New Castle,09-04,State Assembly,4,REPUBLICAN,Dipinto J,281
New Castle,10-04,State Assembly,4,REPUBLICAN,Dipinto J,234
New Castle,11-04,State Assembly,4,REPUBLICAN,Dipinto J,706
New Castle,12-04,State Assembly,4,REPUBLICAN,Dipinto J,73
New Castle,13-04,State Assembly,4,REPUBLICAN,Dipinto J,157
New Castle,14-04,State Assembly,4,REPUBLICAN,Dipinto J,152
New Castle,15-04,State Assembly,4,REPUBLICAN,Dipinto J,11
New Castle,16-04,State Assembly,4,REPUBLICAN,Dipinto J,153
New Castle,17-04,State Assembly,4,REPUBLICAN,Dipinto J,71
New Castle,18-04,State Assembly,4,REPUBLICAN,Dipinto J,30
New Castle,19-04,State Assembly,4,REPUBLICAN,Dipinto J,11
New Castle,Total,State Assembly,4,REPUBLICAN,Dipinto J,5200
New Castle,01-05,State Assembly,5,DEMOCRATIC,George M L,309
New Castle,02-05,State Assembly,5,DEMOCRATIC,George M L,202
New Castle,03-05,State Assembly,5,DEMOCRATIC,George M L,123
New Castle,04-05,State Assembly,5,DEMOCRATIC,George M L,220
New Castle,05-05,State Assembly,5,DEMOCRATIC,George M L,325
New Castle,06-05,State Assembly,5,DEMOCRATIC,George M L,301
New Castle,07-05,State Assembly,5,DEMOCRATIC,George M L,214
New Castle,08-05,State Assembly,5,DEMOCRATIC,George M L,196
New Castle,09-05,State Assembly,5,DEMOCRATIC,George M L,294
New Castle,10-05,State Assembly,5,DEMOCRATIC,George M L,318
New Castle,11-05,State Assembly,5,DEMOCRATIC,George M L,275
New Castle,Total,State Assembly,5,DEMOCRATIC,George M L,2777
New Castle,01-06,State Assembly,6,DEMOCRATIC,Dennett D,129
New Castle,01-06,State Assembly,6,REPUBLICAN,Ennis D H,296
New Castle,01-06,State Assembly,6,LIBERTARIN,Dunn C S,15
New Castle,02-06,State Assembly,6,DEMOCRATIC,Dennett D,306
New Castle,02-06,State Assembly,6,REPUBLICAN,Ennis D H,556
New Castle,02-06,State Assembly,6,LIBERTARIN,Dunn C S,15
New Castle,03-06,State Assembly,6,DEMOCRATIC,Dennett D,162
New Castle,03-06,State Assembly,6,REPUBLICAN,Ennis D H,265
New Castle,03-06,State Assembly,6,LIBERTARIN,Dunn C S,13
New Castle,04-06,State Assembly,6,DEMOCRATIC,Dennett D,182
New Castle,04-06,State Assembly,6,REPUBLICAN,Ennis D H,471
New Castle,04-06,State Assembly,6,LIBERTARIN,Dunn C S,11
New Castle,05-06,State Assembly,6,DEMOCRATIC,Dennett D,181
New Castle,05-06,State Assembly,6,REPUBLICAN,Ennis D H,199
New Castle,05-06,State Assembly,6,LIBERTARIN,Dunn C S,4
New Castle,06-06,State Assembly,6,DEMOCRATIC,Dennett D,245
New Castle,06-06,State Assembly,6,REPUBLICAN,Ennis D H,540
New Castle,06-06,State Assembly,6,LIBERTARIN,Dunn C S,6
New Castle,07-06,State Assembly,6,DEMOCRATIC,Dennett D,265
New Castle,07-06,State Assembly,6,REPUBLICAN,Ennis D H,605
New Castle,07-06,State Assembly,6,LIBERTARIN,Dunn C S,10
New Castle,08-06,State Assembly,6,DEMOCRATIC,Dennett D,332
New Castle,08-06,State Assembly,6,REPUBLICAN,Ennis D H,632
New Castle,08-06,State Assembly,6,LIBERTARIN,Dunn C S,22
New Castle,09-06,State Assembly,6,DEMOCRATIC,Dennett D,43
New Castle,09-06,State Assembly,6,REPUBLICAN,Ennis D H,130
New Castle,09-06,State Assembly,6,LIBERTARIN,Dunn C S,0
New Castle,10-06,State Assembly,6,DEMOCRATIC,Dennett D,304
New Castle,10-06,State Assembly,6,REPUBLICAN,Ennis D H,316
New Castle,10-06,State Assembly,6,LIBERTARIN,Dunn C S,18
New Castle,11-06,State Assembly,6,DEMOCRATIC,Dennett D,156
New Castle,11-06,State Assembly,6,REPUBLICAN,Ennis D H,152
New Castle,11-06,State Assembly,6,LIBERTARIN,Dunn C S,9
New Castle,12-06,State Assembly,6,DEMOCRATIC,Dennett D,67
New Castle,12-06,State Assembly,6,REPUBLICAN,Ennis D H,66
New Castle,12-06,State Assembly,6,LIBERTARIN,Dunn C S,2
New Castle,Total,State Assembly,6,DEMOCRATIC,Dennett D,2372
New Castle,Total,State Assembly,6,REPUBLICAN,Ennis D H,4228
New Castle,Total,State Assembly,6,LIBERTARIN,Dunn C S,125
New Castle,01-07,State Assembly,7,DEMOCRATIC,Brady D D,216
New Castle,01-07,State Assembly,7,REPUBLICAN,Smith W A,270
New Castle,01-07,State Assembly,7,LIBERTARIN,Beeghley B,6
New Castle,02-07,State Assembly,7,DEMOCRATIC,Brady D D,291
New Castle,02-07,State Assembly,7,REPUBLICAN,Smith W A,458
New Castle,02-07,State Assembly,7,LIBERTARIN,Beeghley B,7
New Castle,03-07,State Assembly,7,DEMOCRATIC,Brady D D,363
New Castle,03-07,State Assembly,7,REPUBLICAN,Smith W A,442
New Castle,03-07,State Assembly,7,LIBERTARIN,Beeghley B,5
New Castle,04-07,State Assembly,7,DEMOCRATIC,Brady D D,318
New Castle,04-07,State Assembly,7,REPUBLICAN,Smith W A,118
New Castle,04-07,State Assembly,7,LIBERTARIN,Beeghley B,7
New Castle,05-07,State Assembly,7,DEMOCRATIC,Brady D D,313
New Castle,05-07,State Assembly,7,REPUBLICAN,Smith W A,153
New Castle,05-07,State Assembly,7,LIBERTARIN,Beeghley B,9
New Castle,06-07,State Assembly,7,DEMOCRATIC,Brady D D,382
New Castle,06-07,State Assembly,7,REPUBLICAN,Smith W A,505
New Castle,06-07,State Assembly,7,LIBERTARIN,Beeghley B,12
New Castle,07-07,State Assembly,7,DEMOCRATIC,Brady D D,430
New Castle,07-07,State Assembly,7,REPUBLICAN,Smith W A,200
New Castle,07-07,State Assembly,7,LIBERTARIN,Beeghley B,4
New Castle,08-07,State Assembly,7,DEMOCRATIC,Brady D D,253
New Castle,08-07,State Assembly,7,REPUBLICAN,Smith W A,322
New Castle,08-07,State Assembly,7,LIBERTARIN,Beeghley B,1
New Castle,09-07,State Assembly,7,DEMOCRATIC,Brady D D,137
New Castle,09-07,State Assembly,7,REPUBLICAN,Smith W A,136
New Castle,09-07,State Assembly,7,LIBERTARIN,Beeghley B,2
New Castle,10-07,State Assembly,7,DEMOCRATIC,Brady D D,213
New Castle,10-07,State Assembly,7,REPUBLICAN,Smith W A,344
New Castle,10-07,State Assembly,7,LIBERTARIN,Beeghley B,3
New Castle,11-07,State Assembly,7,DEMOCRATIC,Brady D D,245
New Castle,11-07,State Assembly,7,REPUBLICAN,Smith W A,354
New Castle,11-07,State Assembly,7,LIBERTARIN,Beeghley B,7
New Castle,12-07,State Assembly,7,DEMOCRATIC,Brady D D,339
New Castle,12-07,State Assembly,7,REPUBLICAN,Smith W A,504
New Castle,12-07,State Assembly,7,LIBERTARIN,Beeghley B,0
New Castle,13-07,State Assembly,7,DEMOCRATIC,Brady D D,340
New Castle,13-07,State Assembly,7,REPUBLICAN,Smith W A,446
New Castle,13-07,State Assembly,7,LIBERTARIN,Beeghley B,11
New Castle,14-07,State Assembly,7,DEMOCRATIC,Brady D D,24
New Castle,14-07,State Assembly,7,REPUBLICAN,Smith W A,26
New Castle,14-07,State Assembly,7,LIBERTARIN,Beeghley B,0
New Castle,Total,State Assembly,7,DEMOCRATIC,Brady D D,3864
New Castle,Total,State Assembly,7,REPUBLICAN,Smith W A,4278
New Castle,Total,State Assembly,7,LIBERTARIN,Beeghley B,74
New Castle,01-08,State Assembly,8,DEMOCRATIC,Hall-Long,354
New Castle,01-08,State Assembly,8,REPUBLICAN,Hutchison,275
New Castle,02-08,State Assembly,8,DEMOCRATIC,Hall-Long,359
New Castle,02-08,State Assembly,8,REPUBLICAN,Hutchison,323
New Castle,03-08,State Assembly,8,DEMOCRATIC,Hall-Long,300
New Castle,03-08,State Assembly,8,REPUBLICAN,Hutchison,219
New Castle,04-08,State Assembly,8,DEMOCRATIC,Hall-Long,294
New Castle,04-08,State Assembly,8,REPUBLICAN,Hutchison,106
New Castle,05-08,State Assembly,8,DEMOCRATIC,Hall-Long,444
New Castle,05-08,State Assembly,8,REPUBLICAN,Hutchison,343
New Castle,06-08,State Assembly,8,DEMOCRATIC,Hall-Long,545
New Castle,06-08,State Assembly,8,REPUBLICAN,Hutchison,335
New Castle,07-08,State Assembly,8,DEMOCRATIC,Hall-Long,428
New Castle,07-08,State Assembly,8,REPUBLICAN,Hutchison,272
New Castle,08-08,State Assembly,8,DEMOCRATIC,Hall-Long,376
New Castle,08-08,State Assembly,8,REPUBLICAN,Hutchison,189
Kent,09-08,State Assembly,8,DEMOCRATIC,Hall-Long,235
Kent,09-08,State Assembly,8,REPUBLICAN,Hutchison,112
Kent,10-08,State Assembly,8,DEMOCRATIC,Hall-Long,216
Kent,10-08,State Assembly,8,REPUBLICAN,Hutchison,124
Kent,11-08,State Assembly,8,DEMOCRATIC,Hall-Long,6
Kent,11-08,State Assembly,8,REPUBLICAN,Hutchison,0
Kent,12-08,State Assembly,8,DEMOCRATIC,Hall-Long,34
Kent,12-08,State Assembly,8,REPUBLICAN,Hutchison,24
Kent,Total,State Assembly,8,DEMOCRATIC,Hall-Long,3591
Kent,Total,State Assembly,8,REPUBLICAN,Hutchison,2322
New Castle,01-09,State Assembly,9,DEMOCRATIC,Reese R A,0
New Castle,01-09,State Assembly,9,REPUBLICAN,Cathcart R,238
New Castle,02-09,State Assembly,9,DEMOCRATIC,Reese R A,0
New Castle,02-09,State Assembly,9,REPUBLICAN,Cathcart R,629
New Castle,03-09,State Assembly,9,DEMOCRATIC,Reese R A,0
New Castle,03-09,State Assembly,9,REPUBLICAN,Cathcart R,500
New Castle,04-09,State Assembly,9,DEMOCRATIC,Reese R A,0
New Castle,04-09,State Assembly,9,REPUBLICAN,Cathcart R,349
New Castle,05-09,State Assembly,9,DEMOCRATIC,Reese R A,0
New Castle,05-09,State Assembly,9,REPUBLICAN,Cathcart R,615
New Castle,06-09,State Assembly,9,DEMOCRATIC,Reese R A,0
New Castle,06-09,State Assembly,9,REPUBLICAN,Cathcart R,570
New Castle,07-09,State Assembly,9,DEMOCRATIC,Reese R A,0
New Castle,07-09,State Assembly,9,REPUBLICAN,Cathcart R,680
New Castle,08-09,State Assembly,9,DEMOCRATIC,Reese R A,0
New Castle,08-09,State Assembly,9,REPUBLICAN,Cathcart R,449
New Castle,09-09,State Assembly,9,DEMOCRATIC,Reese R A,0
New Castle,09-09,State Assembly,9,REPUBLICAN,Cathcart R,337
New Castle,10-09,State Assembly,9,DEMOCRATIC,Reese R A,0
New Castle,10-09,State Assembly,9,REPUBLICAN,Cathcart R,554
New Castle,Total,State Assembly,9,DEMOCRATIC,Reese R A,0
New Castle,Total,State Assembly,9,REPUBLICAN,Cathcart R,4921
New Castle,01-10,State Assembly,10,REPUBLICAN,Valihura R,406
New Castle,01-10,State Assembly,10,LIBERTARIN,Smith G,34
New Castle,02-10,State Assembly,10,REPUBLICAN,Valihura R,578
New Castle,02-10,State Assembly,10,LIBERTARIN,Smith G,56
New Castle,03-10,State Assembly,10,REPUBLICAN,Valihura R,557
New Castle,03-10,State Assembly,10,LIBERTARIN,Smith G,39
New Castle,04-10,State Assembly,10,REPUBLICAN,Valihura R,222
New Castle,04-10,State Assembly,10,LIBERTARIN,Smith G,37
New Castle,05-10,State Assembly,10,REPUBLICAN,Valihura R,266
New Castle,05-10,State Assembly,10,LIBERTARIN,Smith G,16
New Castle,06-10,State Assembly,10,REPUBLICAN,Valihura R,397
New Castle,06-10,State Assembly,10,LIBERTARIN,Smith G,14
New Castle,07-10,State Assembly,10,REPUBLICAN,Valihura R,739
New Castle,07-10,State Assembly,10,LIBERTARIN,Smith G,52
New Castle,08-10,State Assembly,10,REPUBLICAN,Valihura R,461
New Castle,08-10,State Assembly,10,LIBERTARIN,Smith G,33
New Castle,09-10,State Assembly,10,REPUBLICAN,Valihura R,476
New Castle,09-10,State Assembly,10,LIBERTARIN,Smith G,46
New Castle,10-10,State Assembly,10,REPUBLICAN,Valihura R,221
New Castle,10-10,State Assembly,10,LIBERTARIN,Smith G,25
New Castle,11-10,State Assembly,10,REPUBLICAN,Valihura R,370
New Castle,11-10,State Assembly,10,LIBERTARIN,Smith G,61
New Castle,12-10,State Assembly,10,REPUBLICAN,Valihura R,108
New Castle,12-10,State Assembly,10,LIBERTARIN,Smith G,10
New Castle,Total,State Assembly,10,REPUBLICAN,Valihura R,4801
New Castle,Total,State Assembly,10,LIBERTARIN,Smith G,423
New Castle,01-11,State Assembly,11,DEMOCRATIC,Paul M J,99
New Castle,01-11,State Assembly,11,REPUBLICAN,Lavelle G,249
New Castle,02-11,State Assembly,11,DEMOCRATIC,Paul M J,142
New Castle,02-11,State Assembly,11,REPUBLICAN,Lavelle G,205
New Castle,03-11,State Assembly,11,DEMOCRATIC,Paul M J,227
New Castle,03-11,State Assembly,11,REPUBLICAN,Lavelle G,506
New Castle,04-11,State Assembly,11,DEMOCRATIC,Paul M J,228
New Castle,04-11,State Assembly,11,REPUBLICAN,Lavelle G,369
New Castle,05-11,State Assembly,11,DEMOCRATIC,Paul M J,238
New Castle,05-11,State Assembly,11,REPUBLICAN,Lavelle G,214
New Castle,06-11,State Assembly,11,DEMOCRATIC,Paul M J,221
New Castle,06-11,State Assembly,11,REPUBLICAN,Lavelle G,496
New Castle,07-11,State Assembly,11,DEMOCRATIC,Paul M J,113
New Castle,07-11,State Assembly,11,REPUBLICAN,Lavelle G,356
New Castle,08-11,State Assembly,11,DEMOCRATIC,Paul M J,177
New Castle,08-11,State Assembly,11,REPUBLICAN,Lavelle G,472
New Castle,09-11,State Assembly,11,DEMOCRATIC,Paul M J,207
New Castle,09-11,State Assembly,11,REPUBLICAN,Lavelle G,433
New Castle,10-11,State Assembly,11,DEMOCRATIC,Paul M J,146
New Castle,10-11,State Assembly,11,REPUBLICAN,Lavelle G,748
New Castle,11-11,State Assembly,11,DEMOCRATIC,Paul M J,186
New Castle,11-11,State Assembly,11,REPUBLICAN,Lavelle G,321
New Castle,12-11,State Assembly,11,DEMOCRATIC,Paul M J,140
New Castle,12-11,State Assembly,11,REPUBLICAN,Lavelle G,151
New Castle,13-11,State Assembly,11,DEMOCRATIC,Paul M J,213
New Castle,13-11,State Assembly,11,REPUBLICAN,Lavelle G,233
New Castle,14-11,State Assembly,11,DEMOCRATIC,Paul M J,249
New Castle,14-11,State Assembly,11,REPUBLICAN,Lavelle G,208
New Castle,Total,State Assembly,11,DEMOCRATIC,Paul M J,2586
New Castle,Total,State Assembly,11,REPUBLICAN,Lavelle G,4961
New Castle,01-12,State Assembly,12,REPUBLICAN,Hudson D D,336
New Castle,02-12,State Assembly,12,REPUBLICAN,Hudson D D,80
New Castle,03-12,State Assembly,12,REPUBLICAN,Hudson D D,341
New Castle,04-12,State Assembly,12,REPUBLICAN,Hudson D D,467
New Castle,05-12,State Assembly,12,REPUBLICAN,Hudson D D,419
New Castle,06-12,State Assembly,12,REPUBLICAN,Hudson D D,879
New Castle,07-12,State Assembly,12,REPUBLICAN,Hudson D D,696
New Castle,08-12,State Assembly,12,REPUBLICAN,Hudson D D,374
New Castle,09-12,State Assembly,12,REPUBLICAN,Hudson D D,379
New Castle,10-12,State Assembly,12,REPUBLICAN,Hudson D D,619
New Castle,11-12,State Assembly,12,REPUBLICAN,Hudson D D,670
New Castle,12-12,State Assembly,12,REPUBLICAN,Hudson D D,679
New Castle,Total,State Assembly,12,REPUBLICAN,Hudson D D,5939
New Castle,01-13,State Assembly,13,DEMOCRATIC,Vansant J,529
New Castle,02-13,State Assembly,13,DEMOCRATIC,Vansant J,33
New Castle,03-13,State Assembly,13,DEMOCRATIC,Vansant J,131
New Castle,04-13,State Assembly,13,DEMOCRATIC,Vansant J,349
New Castle,05-13,State Assembly,13,DEMOCRATIC,Vansant J,436
New Castle,06-13,State Assembly,13,DEMOCRATIC,Vansant J,501
New Castle,07-13,State Assembly,13,DEMOCRATIC,Vansant J,70
New Castle,08-13,State Assembly,13,DEMOCRATIC,Vansant J,204
New Castle,09-13,State Assembly,13,DEMOCRATIC,Vansant J,461
New Castle,10-13,State Assembly,13,DEMOCRATIC,Vansant J,377
New Castle,11-13,State Assembly,13,DEMOCRATIC,Vansant J,482
New Castle,12-13,State Assembly,13,DEMOCRATIC,Vansant J,321
New Castle,Total,State Assembly,13,DEMOCRATIC,Vansant J,3894
Sussex,01-14,State Assembly,14,DEMOCRATIC,Schwartzko,754
Sussex,01-14,State Assembly,14,REPUBLICAN,Meoli M A,648
Sussex,01-14,State Assembly,14,LIBERTARIN,Wodiska E,10
Sussex,02-14,State Assembly,14,DEMOCRATIC,Schwartzko,534
Sussex,02-14,State Assembly,14,REPUBLICAN,Meoli M A,491
Sussex,02-14,State Assembly,14,LIBERTARIN,Wodiska E,7
Sussex,03-14,State Assembly,14,DEMOCRATIC,Schwartzko,586
Sussex,03-14,State Assembly,14,REPUBLICAN,Meoli M A,510
Sussex,03-14,State Assembly,14,LIBERTARIN,Wodiska E,17
Sussex,04-14,State Assembly,14,DEMOCRATIC,Schwartzko,682
Sussex,04-14,State Assembly,14,REPUBLICAN,Meoli M A,625
Sussex,04-14,State Assembly,14,LIBERTARIN,Wodiska E,13
Sussex,05-14,State Assembly,14,DEMOCRATIC,Schwartzko,626
Sussex,05-14,State Assembly,14,REPUBLICAN,Meoli M A,514
Sussex,05-14,State Assembly,14,LIBERTARIN,Wodiska E,6
Sussex,06-14,State Assembly,14,DEMOCRATIC,Schwartzko,713
Sussex,06-14,State Assembly,14,REPUBLICAN,Meoli M A,560
Sussex,06-14,State Assembly,14,LIBERTARIN,Wodiska E,8
Sussex,07-14,State Assembly,14,DEMOCRATIC,Schwartzko,635
Sussex,07-14,State Assembly,14,REPUBLICAN,Meoli M A,584
Sussex,07-14,State Assembly,14,LIBERTARIN,Wodiska E,9
Sussex,Total,State Assembly,14,DEMOCRATIC,Schwartzko,4530
Sussex,Total,State Assembly,14,REPUBLICAN,Meoli M A,3932
Sussex,Total,State Assembly,14,LIBERTARIN,Wodiska E,70
New Castle,01-15,State Assembly,15,DEMOCRATIC,Longhurst,358
New Castle,01-15,State Assembly,15,REPUBLICAN,Reynolds B,295
New Castle,02-15,State Assembly,15,DEMOCRATIC,Longhurst,236
New Castle,02-15,State Assembly,15,REPUBLICAN,Reynolds B,194
New Castle,03-15,State Assembly,15,DEMOCRATIC,Longhurst,160
New Castle,03-15,State Assembly,15,REPUBLICAN,Reynolds B,248
New Castle,04-15,State Assembly,15,DEMOCRATIC,Longhurst,107
New Castle,04-15,State Assembly,15,REPUBLICAN,Reynolds B,291
New Castle,05-15,State Assembly,15,DEMOCRATIC,Longhurst,265
New Castle,05-15,State Assembly,15,REPUBLICAN,Reynolds B,289
New Castle,06-15,State Assembly,15,DEMOCRATIC,Longhurst,189
New Castle,06-15,State Assembly,15,REPUBLICAN,Reynolds B,199
New Castle,07-15,State Assembly,15,DEMOCRATIC,Longhurst,332
New Castle,07-15,State Assembly,15,REPUBLICAN,Reynolds B,318
New Castle,08-15,State Assembly,15,DEMOCRATIC,Longhurst,319
New Castle,08-15,State Assembly,15,REPUBLICAN,Reynolds B,421
New Castle,09-15,State Assembly,15,DEMOCRATIC,Longhurst,333
New Castle,09-15,State Assembly,15,REPUBLICAN,Reynolds B,526
New Castle,Total,State Assembly,15,DEMOCRATIC,Longhurst,2299
New Castle,Total,State Assembly,15,REPUBLICAN,Reynolds B,2781
New Castle,01-16,State Assembly,16,DEMOCRATIC,Houghton W,210
New Castle,02-16,State Assembly,16,DEMOCRATIC,Houghton W,304
New Castle,03-16,State Assembly,16,DEMOCRATIC,Houghton W,467
New Castle,04-16,State Assembly,16,DEMOCRATIC,Houghton W,233
New Castle,05-16,State Assembly,16,DEMOCRATIC,Houghton W,524
New Castle,06-16,State Assembly,16,DEMOCRATIC,Houghton W,191
New Castle,07-16,State Assembly,16,DEMOCRATIC,Houghton W,328
New Castle,08-16,State Assembly,16,DEMOCRATIC,Houghton W,296
New Castle,09-16,State Assembly,16,DEMOCRATIC,Houghton W,463
New Castle,10-16,State Assembly,16,DEMOCRATIC,Houghton W,190
New Castle,11-16,State Assembly,16,DEMOCRATIC,Houghton W,517
New Castle,Total,State Assembly,16,DEMOCRATIC,Houghton W,3723
New Castle,01-17,State Assembly,17,DEMOCRATIC,Mulrooney,34
New Castle,02-17,State Assembly,17,DEMOCRATIC,Mulrooney,143
New Castle,03-17,State Assembly,17,DEMOCRATIC,Mulrooney,400
New Castle,04-17,State Assembly,17,DEMOCRATIC,Mulrooney,694
New Castle,05-17,State Assembly,17,DEMOCRATIC,Mulrooney,446
New Castle,06-17,State Assembly,17,DEMOCRATIC,Mulrooney,328
New Castle,07-17,State Assembly,17,DEMOCRATIC,Mulrooney,440
New Castle,08-17,State Assembly,17,DEMOCRATIC,Mulrooney,431
New Castle,09-17,State Assembly,17,DEMOCRATIC,Mulrooney,455
New Castle,10-17,State Assembly,17,DEMOCRATIC,Mulrooney,318
New Castle,11-17,State Assembly,17,DEMOCRATIC,Mulrooney,327
New Castle,12-17,State Assembly,17,DEMOCRATIC,Mulrooney,324
New Castle,Total,State Assembly,17,DEMOCRATIC,Mulrooney,4340
New Castle,01-18,State Assembly,18,REPUBLICAN,Spence T R,403
New Castle,02-18,State Assembly,18,REPUBLICAN,Spence T R,135
New Castle,03-18,State Assembly,18,REPUBLICAN,Spence T R,265
New Castle,04-18,State Assembly,18,REPUBLICAN,Spence T R,483
New Castle,05-18,State Assembly,18,REPUBLICAN,Spence T R,222
