county,election_district,office,district,party,candidate,votes
New Castle,11-20,State Senate,8,REPUBLICAN,Welsh P,433
New Castle,01-21,State Senate,8,DEMOCRATIC,Sokola D P,455
New Castle,01-21,State Senate,8,REPUBLICAN,Welsh P,393
New Castle,04-21,State Senate,8,DEMOCRATIC,Sokola D P,277
New Castle,04-21,State Senate,8,REPUBLICAN,Welsh P,220
New Castle,07-21,State Senate,8,DEMOCRATIC,Sokola D P,556
New Castle,07-21,State Senate,8,REPUBLICAN,Welsh P,421
New Castle,10-21,State Senate,8,DEMOCRATIC,Sokola D P,311
New Castle,10-21,State Senate,8,REPUBLICAN,Welsh P,256
New Castle,04-22,State Senate,8,DEMOCRATIC,Sokola D P,594
New Castle,04-22,State Senate,8,REPUBLICAN,Welsh P,358
New Castle,06-22,State Senate,8,DEMOCRATIC,Sokola D P,640
New Castle,06-22,State Senate,8,REPUBLICAN,Welsh P,628
New Castle,07-22,State Senate,8,DEMOCRATIC,Sokola D P,453
New Castle,07-22,State Senate,8,REPUBLICAN,Welsh P,412
New Castle,08-22,State Senate,8,DEMOCRATIC,Sokola D P,326
New Castle,08-22,State Senate,8,REPUBLICAN,Welsh P,210
New Castle,09-22,State Senate,8,DEMOCRATIC,Sokola D P,541
New Castle,09-22,State Senate,8,REPUBLICAN,Welsh P,502
New Castle,11-22,State Senate,8,DEMOCRATIC,Sokola D P,451
New Castle,11-22,State Senate,8,REPUBLICAN,Welsh P,422
New Castle,12-22,State Senate,8,DEMOCRATIC,Sokola D P,355
New Castle,12-22,State Senate,8,REPUBLICAN,Welsh P,308
New Castle,Total,State Senate,8,DEMOCRATIC,Sokola D P,9873
New Castle,Total,State Senate,8,REPUBLICAN,Welsh P,7755
New Castle,01-14,State Senate,9,DEMOCRATIC,Sharp T,551
New Castle,03-14,State Senate,9,DEMOCRATIC,Sharp T,540
New Castle,06-14,State Senate,9,DEMOCRATIC,Sharp T,271
New Castle,10-14,State Senate,9,DEMOCRATIC,Sharp T,396
New Castle,01-18,State Senate,9,DEMOCRATIC,Sharp T,627
New Castle,02-18,State Senate,9,DEMOCRATIC,Sharp T,459
New Castle,10-18,State Senate,9,DEMOCRATIC,Sharp T,351
New Castle,01-19,State Senate,9,DEMOCRATIC,Sharp T,921
New Castle,02-19,State Senate,9,DEMOCRATIC,Sharp T,695
New Castle,05-19,State Senate,9,DEMOCRATIC,Sharp T,457
New Castle,06-19,State Senate,9,DEMOCRATIC,Sharp T,340
New Castle,09-19,State Senate,9,DEMOCRATIC,Sharp T,429
New Castle,02-21,State Senate,9,DEMOCRATIC,Sharp T,291
New Castle,03-21,State Senate,9,DEMOCRATIC,Sharp T,642
New Castle,05-21,State Senate,9,DEMOCRATIC,Sharp T,440
New Castle,06-21,State Senate,9,DEMOCRATIC,Sharp T,635
New Castle,08-21,State Senate,9,DEMOCRATIC,Sharp T,713
New Castle,09-21,State Senate,9,DEMOCRATIC,Sharp T,901
New Castle,06-26,State Senate,9,DEMOCRATIC,Sharp T,530
New Castle,Total,State Senate,9,DEMOCRATIC,Sharp T,10189
New Castle,02-15,State Senate,12,DEMOCRATIC,Mcmurray W,608
New Castle,02-15,State Senate,12,REPUBLICAN,Connor D A,665
New Castle,08-15,State Senate,12,DEMOCRATIC,Mcmurray W,547
New Castle,08-15,State Senate,12,REPUBLICAN,Connor D A,740
New Castle,01-17,State Senate,12,DEMOCRATIC,Mcmurray W,276
New Castle,01-17,State Senate,12,REPUBLICAN,Connor D A,298
New Castle,02-17,State Senate,12,DEMOCRATIC,Mcmurray W,165
New Castle,02-17,State Senate,12,REPUBLICAN,Connor D A,408
New Castle,03-17,State Senate,12,DEMOCRATIC,Mcmurray W,136
New Castle,03-17,State Senate,12,REPUBLICAN,Connor D A,250
New Castle,04-17,State Senate,12,DEMOCRATIC,Mcmurray W,222
New Castle,04-17,State Senate,12,REPUBLICAN,Connor D A,401
New Castle,05-17,State Senate,12,DEMOCRATIC,Mcmurray W,358
New Castle,05-17,State Senate,12,REPUBLICAN,Connor D A,826
New Castle,06-17,State Senate,12,DEMOCRATIC,Mcmurray W,387
New Castle,06-17,State Senate,12,REPUBLICAN,Connor D A,488
New Castle,08-17,State Senate,12,DEMOCRATIC,Mcmurray W,342
New Castle,08-17,State Senate,12,REPUBLICAN,Connor D A,336
New Castle,09-17,State Senate,12,DEMOCRATIC,Mcmurray W,106
New Castle,09-17,State Senate,12,REPUBLICAN,Connor D A,254
New Castle,11-17,State Senate,12,DEMOCRATIC,Mcmurray W,338
New Castle,11-17,State Senate,12,REPUBLICAN,Connor D A,193
New Castle,07-18,State Senate,12,DEMOCRATIC,Mcmurray W,512
New Castle,07-18,State Senate,12,REPUBLICAN,Connor D A,537
New Castle,03-24,State Senate,12,DEMOCRATIC,Mcmurray W,305
New Castle,03-24,State Senate,12,REPUBLICAN,Connor D A,217
New Castle,08-24,State Senate,12,DEMOCRATIC,Mcmurray W,388
New Castle,08-24,State Senate,12,REPUBLICAN,Connor D A,295
New Castle,02-26,State Senate,12,DEMOCRATIC,Mcmurray W,276
New Castle,02-26,State Senate,12,REPUBLICAN,Connor D A,205
New Castle,08-26,State Senate,12,DEMOCRATIC,Mcmurray W,486
New Castle,08-26,State Senate,12,REPUBLICAN,Connor D A,380
New Castle,04-27,State Senate,12,DEMOCRATIC,Mcmurray W,302
New Castle,04-27,State Senate,12,REPUBLICAN,Connor D A,443
New Castle,05-27,State Senate,12,DEMOCRATIC,Mcmurray W,409
New Castle,05-27,State Senate,12,REPUBLICAN,Connor D A,711
New Castle,06-27,State Senate,12,DEMOCRATIC,Mcmurray W,390
New Castle,06-27,State Senate,12,REPUBLICAN,Connor D A,372
New Castle,07-27,State Senate,12,DEMOCRATIC,Mcmurray W,455
New Castle,07-27,State Senate,12,REPUBLICAN,Connor D A,804
New Castle,08-27,State Senate,12,DEMOCRATIC,Mcmurray W,445
New Castle,08-27,State Senate,12,REPUBLICAN,Connor D A,630
New Castle,12-27,State Senate,12,DEMOCRATIC,Mcmurray W,295
New Castle,12-27,State Senate,12,REPUBLICAN,Connor D A,305
New Castle,Total,State Senate,12,DEMOCRATIC,Mcmurray W,7748
New Castle,Total,State Senate,12,REPUBLICAN,Connor D A,9758
New Castle,01-03,State Senate,13,DEMOCRATIC,Mcbride D,165
New Castle,03-03,State Senate,13,DEMOCRATIC,Mcbride D,1080
New Castle,06-03,State Senate,13,DEMOCRATIC,Mcbride D,260
New Castle,10-13,State Senate,13,DEMOCRATIC,Mcbride D,309
New Castle,01-15,State Senate,13,DEMOCRATIC,Mcbride D,709
New Castle,03-15,State Senate,13,DEMOCRATIC,Mcbride D,464
New Castle,04-15,State Senate,13,DEMOCRATIC,Mcbride D,652
New Castle,05-15,State Senate,13,DEMOCRATIC,Mcbride D,567
New Castle,07-15,State Senate,13,DEMOCRATIC,Mcbride D,488
New Castle,09-15,State Senate,13,DEMOCRATIC,Mcbride D,715
New Castle,10-15,State Senate,13,DEMOCRATIC,Mcbride D,571
New Castle,01-16,State Senate,13,DEMOCRATIC,Mcbride D,717
New Castle,03-16,State Senate,13,DEMOCRATIC,Mcbride D,503
New Castle,04-16,State Senate,13,DEMOCRATIC,Mcbride D,233
New Castle,07-16,State Senate,13,DEMOCRATIC,Mcbride D,602
New Castle,10-17,State Senate,13,DEMOCRATIC,Mcbride D,362
New Castle,04-18,State Senate,13,DEMOCRATIC,Mcbride D,887
New Castle,05-18,State Senate,13,DEMOCRATIC,Mcbride D,790
New Castle,06-18,State Senate,13,DEMOCRATIC,Mcbride D,477
New Castle,09-18,State Senate,13,DEMOCRATIC,Mcbride D,639
New Castle,Total,State Senate,13,DEMOCRATIC,Mcbride D,11190
New Castle,01-09,State Senate,14,DEMOCRATIC,Vaughn J T,242
New Castle,02-09,State Senate,14,DEMOCRATIC,Vaughn J T,559
New Castle,03-09,State Senate,14,DEMOCRATIC,Vaughn J T,1276
New Castle,04-09,State Senate,14,DEMOCRATIC,Vaughn J T,1269
New Castle,05-09,State Senate,14,DEMOCRATIC,Vaughn J T,578
New Castle,06-09,State Senate,14,DEMOCRATIC,Vaughn J T,642
New Castle,07-09,State Senate,14,DEMOCRATIC,Vaughn J T,860
New Castle,08-09,State Senate,14,DEMOCRATIC,Vaughn J T,669
New Castle,09-09,State Senate,14,DEMOCRATIC,Vaughn J T,434
New Castle,10-09,State Senate,14,DEMOCRATIC,Vaughn J T,609
New Castle,11-09,State Senate,14,DEMOCRATIC,Vaughn J T,1460
New Castle,06-15,State Senate,14,DEMOCRATIC,Vaughn J T,19
New Castle,07-17,State Senate,14,DEMOCRATIC,Vaughn J T,536
New Castle,02-27,State Senate,14,DEMOCRATIC,Vaughn J T,736
New Castle,03-27,State Senate,14,DEMOCRATIC,Vaughn J T,1158
New Castle,10-27,State Senate,14,DEMOCRATIC,Vaughn J T,981
New Castle,11-27,State Senate,14,DEMOCRATIC,Vaughn J T,1019
New Castle,01-28,State Senate,14,DEMOCRATIC,Vaughn J T,879
Kent,02-28,State Senate,14,DEMOCRATIC,Vaughn J T,1023
Kent,03-28,State Senate,14,DEMOCRATIC,Vaughn J T,950
Kent,Total,State Senate,14,DEMOCRATIC,Vaughn J T,15899
Kent,04-28,State Senate,15,DEMOCRATIC,Cook N W,848
Kent,04-28,State Senate,15,REPUBLICAN,Burris D R,514
Kent,04-28,State Senate,15,CONSTITUTN,Schroeter,11
Kent,01-29,State Senate,15,DEMOCRATIC,Cook N W,1194
Kent,01-29,State Senate,15,REPUBLICAN,Burris D R,822
Kent,01-29,State Senate,15,CONSTITUTN,Schroeter,19
Kent,02-29,State Senate,15,DEMOCRATIC,Cook N W,999
Kent,02-29,State Senate,15,REPUBLICAN,Burris D R,700
Kent,02-29,State Senate,15,CONSTITUTN,Schroeter,13
Kent,03-29,State Senate,15,DEMOCRATIC,Cook N W,328
Kent,03-29,State Senate,15,REPUBLICAN,Burris D R,262
Kent,03-29,State Senate,15,CONSTITUTN,Schroeter,8
Kent,04-29,State Senate,15,DEMOCRATIC,Cook N W,768
Kent,04-29,State Senate,15,REPUBLICAN,Burris D R,698
Kent,04-29,State Senate,15,CONSTITUTN,Schroeter,18
Kent,07-29,State Senate,15,DEMOCRATIC,Cook N W,211
Kent,07-29,State Senate,15,REPUBLICAN,Burris D R,154
Kent,07-29,State Senate,15,CONSTITUTN,Schroeter,3
Kent,01-30,State Senate,15,DEMOCRATIC,Cook N W,406
Kent,01-30,State Senate,15,REPUBLICAN,Burris D R,493
Kent,01-30,State Senate,15,CONSTITUTN,Schroeter,10
Kent,02-30,State Senate,15,DEMOCRATIC,Cook N W,444
Kent,02-30,State Senate,15,REPUBLICAN,Burris D R,403
Kent,02-30,State Senate,15,CONSTITUTN,Schroeter,7
Kent,03-30,State Senate,15,DEMOCRATIC,Cook N W,216
Kent,03-30,State Senate,15,REPUBLICAN,Burris D R,141
Kent,03-30,State Senate,15,CONSTITUTN,Schroeter,3
Kent,04-30,State Senate,15,DEMOCRATIC,Cook N W,895
Kent,04-30,State Senate,15,REPUBLICAN,Burris D R,624
Kent,04-30,State Senate,15,CONSTITUTN,Schroeter,21
Kent,05-30,State Senate,15,DEMOCRATIC,Cook N W,348
Kent,05-30,State Senate,15,REPUBLICAN,Burris D R,322
Kent,05-30,State Senate,15,CONSTITUTN,Schroeter,7
Kent,03-33,State Senate,15,DEMOCRATIC,Cook N W,181
Kent,03-33,State Senate,15,REPUBLICAN,Burris D R,143
Kent,03-33,State Senate,15,CONSTITUTN,Schroeter,8
Kent,04-33,State Senate,15,DEMOCRATIC,Cook N W,232
Kent,04-33,State Senate,15,REPUBLICAN,Burris D R,136
Kent,04-33,State Senate,15,CONSTITUTN,Schroeter,5
Kent,01-34,State Senate,15,DEMOCRATIC,Cook N W,213
Kent,01-34,State Senate,15,REPUBLICAN,Burris D R,172
Kent,01-34,State Senate,15,CONSTITUTN,Schroeter,5
Kent,Total,State Senate,15,DEMOCRATIC,Cook N W,7283
Kent,Total,State Senate,15,REPUBLICAN,Burris D R,5584
Kent,Total,State Senate,15,CONSTITUTN,Schroeter,138
Kent,06-30,State Senate,19,DEMOCRATIC,Adams T,245
Kent,02-35,State Senate,19,DEMOCRATIC,Adams T,223
Kent,03-35,State Senate,19,DEMOCRATIC,Adams T,391
Sussex,05-35,State Senate,19,DEMOCRATIC,Adams T,443
Sussex,06-35,State Senate,19,DEMOCRATIC,Adams T,979
Sussex,07-35,State Senate,19,DEMOCRATIC,Adams T,1267
Sussex,08-35,State Senate,19,DEMOCRATIC,Adams T,741
Sussex,09-35,State Senate,19,DEMOCRATIC,Adams T,548
Sussex,04-36,State Senate,19,DEMOCRATIC,Adams T,1207
Sussex,05-36,State Senate,19,DEMOCRATIC,Adams T,423
Sussex,06-36,State Senate,19,DEMOCRATIC,Adams T,700
Sussex,01-39,State Senate,19,DEMOCRATIC,Adams T,781
Sussex,04-39,State Senate,19,DEMOCRATIC,Adams T,483
Sussex,01-41,State Senate,19,DEMOCRATIC,Adams T,545
Sussex,02-41,State Senate,19,DEMOCRATIC,Adams T,832
Sussex,Total,State Senate,19,DEMOCRATIC,Adams T,9808
Sussex,05-37,State Senate,20,DEMOCRATIC,Bunting G,837
Sussex,05-37,State Senate,20,REPUBLICAN,Hocker G W,527
Sussex,06-37,State Senate,20,DEMOCRATIC,Bunting G,806
Sussex,06-37,State Senate,20,REPUBLICAN,Hocker G W,726
Sussex,08-37,State Senate,20,DEMOCRATIC,Bunting G,675
Sussex,08-37,State Senate,20,REPUBLICAN,Hocker G W,494
Sussex,01-38,State Senate,20,DEMOCRATIC,Bunting G,1303
Sussex,01-38,State Senate,20,REPUBLICAN,Hocker G W,717
Sussex,02-38,State Senate,20,DEMOCRATIC,Bunting G,1145
Sussex,02-38,State Senate,20,REPUBLICAN,Hocker G W,725
Sussex,03-38,State Senate,20,DEMOCRATIC,Bunting G,1168
Sussex,03-38,State Senate,20,REPUBLICAN,Hocker G W,1391
Sussex,04-38,State Senate,20,DEMOCRATIC,Bunting G,1154
Sussex,04-38,State Senate,20,REPUBLICAN,Hocker G W,1276
Sussex,05-38,State Senate,20,DEMOCRATIC,Bunting G,874
Sussex,05-38,State Senate,20,REPUBLICAN,Hocker G W,873
Sussex,06-38,State Senate,20,DEMOCRATIC,Bunting G,350
Sussex,06-38,State Senate,20,REPUBLICAN,Hocker G W,272
Sussex,07-38,State Senate,20,DEMOCRATIC,Bunting G,670
Sussex,07-38,State Senate,20,REPUBLICAN,Hocker G W,261
Sussex,08-38,State Senate,20,DEMOCRATIC,Bunting G,856
Sussex,08-38,State Senate,20,REPUBLICAN,Hocker G W,787
Sussex,04-41,State Senate,20,DEMOCRATIC,Bunting G,906
Sussex,04-41,State Senate,20,REPUBLICAN,Hocker G W,590
Sussex,05-41,State Senate,20,DEMOCRATIC,Bunting G,671
Sussex,05-41,State Senate,20,REPUBLICAN,Hocker G W,448
Sussex,06-41,State Senate,20,DEMOCRATIC,Bunting G,511
Sussex,06-41,State Senate,20,REPUBLICAN,Hocker G W,201
Sussex,08-41,State Senate,20,DEMOCRATIC,Bunting G,709
Sussex,08-41,State Senate,20,REPUBLICAN,Hocker G W,608
Sussex,Total,State Senate,20,DEMOCRATIC,Bunting G,12635
Sussex,Total,State Senate,20,REPUBLICAN,Hocker G W,9896
New Castle,01-01,State Assembly,1,DEMOCRATIC,Williams D,816
New Castle,02-01,State Assembly,1,DEMOCRATIC,Williams D,689
New Castle,03-01,State Assembly,1,DEMOCRATIC,Williams D,526
New Castle,04-01,State Assembly,1,DEMOCRATIC,Williams D,506
New Castle,05-01,State Assembly,1,DEMOCRATIC,Williams D,687
New Castle,06-01,State Assembly,1,DEMOCRATIC,Williams D,800
New Castle,07-01,State Assembly,1,DEMOCRATIC,Williams D,380
New Castle,08-01,State Assembly,1,DEMOCRATIC,Williams D,69
New Castle,09-01,State Assembly,1,DEMOCRATIC,Williams D,151
New Castle,10-01,State Assembly,1,DEMOCRATIC,Williams D,216
New Castle,11-01,State Assembly,1,DEMOCRATIC,Williams D,101
New Castle,12-01,State Assembly,1,DEMOCRATIC,Williams D,549
New Castle,13-01,State Assembly,1,DEMOCRATIC,Williams D,456
New Castle,Total,State Assembly,1,DEMOCRATIC,Williams D,5946
New Castle,01-02,State Assembly,2,DEMOCRATIC,Plant A O,946
New Castle,02-02,State Assembly,2,DEMOCRATIC,Plant A O,725
New Castle,03-02,State Assembly,2,DEMOCRATIC,Plant A O,41
New Castle,04-02,State Assembly,2,DEMOCRATIC,Plant A O,108
New Castle,05-02,State Assembly,2,DEMOCRATIC,Plant A O,78
New Castle,06-02,State Assembly,2,DEMOCRATIC,Plant A O,229
New Castle,07-02,State Assembly,2,DEMOCRATIC,Plant A O,35
New Castle,08-02,State Assembly,2,DEMOCRATIC,Plant A O,326
New Castle,09-02,State Assembly,2,DEMOCRATIC,Plant A O,474
New Castle,10-02,State Assembly,2,DEMOCRATIC,Plant A O,566
New Castle,11-02,State Assembly,2,DEMOCRATIC,Plant A O,383
New Castle,12-02,State Assembly,2,DEMOCRATIC,Plant A O,395
New Castle,13-02,State Assembly,2,DEMOCRATIC,Plant A O,74
New Castle,Total,State Assembly,2,DEMOCRATIC,Plant A O,4380
New Castle,01-03,State Assembly,3,DEMOCRATIC,Scott A L,164
New Castle,02-03,State Assembly,3,DEMOCRATIC,Scott A L,575
New Castle,03-03,State Assembly,3,DEMOCRATIC,Scott A L,1117
New Castle,04-03,State Assembly,3,DEMOCRATIC,Scott A L,565
New Castle,05-03,State Assembly,3,DEMOCRATIC,Scott A L,94
New Castle,06-03,State Assembly,3,DEMOCRATIC,Scott A L,250
New Castle,07-03,State Assembly,3,DEMOCRATIC,Scott A L,120
New Castle,08-03,State Assembly,3,DEMOCRATIC,Scott A L,437
New Castle,09-03,State Assembly,3,DEMOCRATIC,Scott A L,480
New Castle,10-03,State Assembly,3,DEMOCRATIC,Scott A L,605
New Castle,11-03,State Assembly,3,DEMOCRATIC,Scott A L,267
New Castle,12-03,State Assembly,3,DEMOCRATIC,Scott A L,106
New Castle,Total,State Assembly,3,DEMOCRATIC,Scott A L,4780
New Castle,01-04,State Assembly,4,DEMOCRATIC,Hay C,236
New Castle,01-04,State Assembly,4,REPUBLICAN,Dipinto J,626
New Castle,02-04,State Assembly,4,DEMOCRATIC,Hay C,53
New Castle,02-04,State Assembly,4,REPUBLICAN,Dipinto J,146
New Castle,03-04,State Assembly,4,DEMOCRATIC,Hay C,265
New Castle,03-04,State Assembly,4,REPUBLICAN,Dipinto J,793
New Castle,04-04,State Assembly,4,DEMOCRATIC,Hay C,432
New Castle,04-04,State Assembly,4,REPUBLICAN,Dipinto J,517
New Castle,05-04,State Assembly,4,DEMOCRATIC,Hay C,297
New Castle,05-04,State Assembly,4,REPUBLICAN,Dipinto J,231
New Castle,06-04,State Assembly,4,DEMOCRATIC,Hay C,72
New Castle,06-04,State Assembly,4,REPUBLICAN,Dipinto J,66
New Castle,07-04,State Assembly,4,DEMOCRATIC,Hay C,86
New Castle,07-04,State Assembly,4,REPUBLICAN,Dipinto J,26
New Castle,08-04,State Assembly,4,DEMOCRATIC,Hay C,350
New Castle,08-04,State Assembly,4,REPUBLICAN,Dipinto J,99
New Castle,09-04,State Assembly,4,DEMOCRATIC,Hay C,304
New Castle,09-04,State Assembly,4,REPUBLICAN,Dipinto J,270
New Castle,10-04,State Assembly,4,DEMOCRATIC,Hay C,330
New Castle,10-04,State Assembly,4,REPUBLICAN,Dipinto J,201
New Castle,11-04,State Assembly,4,DEMOCRATIC,Hay C,164
New Castle,11-04,State Assembly,4,REPUBLICAN,Dipinto J,695
New Castle,12-04,State Assembly,4,DEMOCRATIC,Hay C,39
New Castle,12-04,State Assembly,4,REPUBLICAN,Dipinto J,97
New Castle,13-04,State Assembly,4,DEMOCRATIC,Hay C,112
New Castle,13-04,State Assembly,4,REPUBLICAN,Dipinto J,33
New Castle,14-04,State Assembly,4,DEMOCRATIC,Hay C,73
New Castle,14-04,State Assembly,4,REPUBLICAN,Dipinto J,247
New Castle,15-04,State Assembly,4,DEMOCRATIC,Hay C,139
New Castle,15-04,State Assembly,4,REPUBLICAN,Dipinto J,220
New Castle,16-04,State Assembly,4,DEMOCRATIC,Hay C,102
New Castle,16-04,State Assembly,4,REPUBLICAN,Dipinto J,63
New Castle,Total,State Assembly,4,DEMOCRATIC,Hay C,3054
New Castle,Total,State Assembly,4,REPUBLICAN,Dipinto J,4330
New Castle,01-05,State Assembly,5,DEMOCRATIC,Keeley H,377
New Castle,02-05,State Assembly,5,DEMOCRATIC,Keeley H,580
New Castle,03-05,State Assembly,5,DEMOCRATIC,Keeley H,745
New Castle,04-05,State Assembly,5,DEMOCRATIC,Keeley H,403
New Castle,05-05,State Assembly,5,DEMOCRATIC,Keeley H,369
New Castle,06-05,State Assembly,5,DEMOCRATIC,Keeley H,882
New Castle,07-05,State Assembly,5,DEMOCRATIC,Keeley H,190
New Castle,08-05,State Assembly,5,DEMOCRATIC,Keeley H,392
New Castle,09-05,State Assembly,5,DEMOCRATIC,Keeley H,373
New Castle,Total,State Assembly,5,DEMOCRATIC,Keeley H,4311
New Castle,01-06,State Assembly,6,DEMOCRATIC,Dennett D,222
New Castle,01-06,State Assembly,6,REPUBLICAN,Ennis D H,276
New Castle,02-06,State Assembly,6,DEMOCRATIC,Dennett D,276
New Castle,02-06,State Assembly,6,REPUBLICAN,Ennis D H,489
New Castle,03-06,State Assembly,6,DEMOCRATIC,Dennett D,350
New Castle,03-06,State Assembly,6,REPUBLICAN,Ennis D H,366
New Castle,04-06,State Assembly,6,DEMOCRATIC,Dennett D,285
New Castle,04-06,State Assembly,6,REPUBLICAN,Ennis D H,594
New Castle,05-06,State Assembly,6,DEMOCRATIC,Dennett D,472
New Castle,05-06,State Assembly,6,REPUBLICAN,Ennis D H,633
New Castle,06-06,State Assembly,6,DEMOCRATIC,Dennett D,193
New Castle,06-06,State Assembly,6,REPUBLICAN,Ennis D H,389
New Castle,07-06,State Assembly,6,DEMOCRATIC,Dennett D,379
New Castle,07-06,State Assembly,6,REPUBLICAN,Ennis D H,812
New Castle,08-06,State Assembly,6,DEMOCRATIC,Dennett D,358
New Castle,08-06,State Assembly,6,REPUBLICAN,Ennis D H,512
New Castle,09-06,State Assembly,6,DEMOCRATIC,Dennett D,172
New Castle,09-06,State Assembly,6,REPUBLICAN,Ennis D H,332
New Castle,10-06,State Assembly,6,DEMOCRATIC,Dennett D,242
New Castle,10-06,State Assembly,6,REPUBLICAN,Ennis D H,236
New Castle,11-06,State Assembly,6,DEMOCRATIC,Dennett D,82
New Castle,11-06,State Assembly,6,REPUBLICAN,Ennis D H,175
New Castle,Total,State Assembly,6,DEMOCRATIC,Dennett D,3031
New Castle,Total,State Assembly,6,REPUBLICAN,Ennis D H,4814
New Castle,01-07,State Assembly,7,REPUBLICAN,Smith W A,370
New Castle,02-07,State Assembly,7,REPUBLICAN,Smith W A,725
New Castle,03-07,State Assembly,7,REPUBLICAN,Smith W A,336
New Castle,04-07,State Assembly,7,REPUBLICAN,Smith W A,347
New Castle,05-07,State Assembly,7,REPUBLICAN,Smith W A,369
New Castle,06-07,State Assembly,7,REPUBLICAN,Smith W A,527
New Castle,07-07,State Assembly,7,REPUBLICAN,Smith W A,372
New Castle,08-07,State Assembly,7,REPUBLICAN,Smith W A,543
New Castle,09-07,State Assembly,7,REPUBLICAN,Smith W A,373
New Castle,10-07,State Assembly,7,REPUBLICAN,Smith W A,353
New Castle,11-07,State Assembly,7,REPUBLICAN,Smith W A,382
New Castle,Total,State Assembly,7,REPUBLICAN,Smith W A,4697
New Castle,01-08,State Assembly,8,DEMOCRATIC,"Brady, D D",441
New Castle,01-08,State Assembly,8,REPUBLICAN,Turoczy K,184
New Castle,02-08,State Assembly,8,DEMOCRATIC,"Brady, D D",504
New Castle,02-08,State Assembly,8,REPUBLICAN,Turoczy K,196
New Castle,03-08,State Assembly,8,DEMOCRATIC,"Brady, D D",653
New Castle,03-08,State Assembly,8,REPUBLICAN,Turoczy K,266
New Castle,04-08,State Assembly,8,DEMOCRATIC,"Brady, D D",734
New Castle,04-08,State Assembly,8,REPUBLICAN,Turoczy K,221
New Castle,05-08,State Assembly,8,DEMOCRATIC,"Brady, D D",351
New Castle,05-08,State Assembly,8,REPUBLICAN,Turoczy K,104
New Castle,06-08,State Assembly,8,DEMOCRATIC,"Brady, D D",786
New Castle,06-08,State Assembly,8,REPUBLICAN,Turoczy K,266
New Castle,07-08,State Assembly,8,DEMOCRATIC,"Brady, D D",444
New Castle,07-08,State Assembly,8,REPUBLICAN,Turoczy K,125
New Castle,08-08,State Assembly,8,DEMOCRATIC,"Brady, D D",412
New Castle,08-08,State Assembly,8,REPUBLICAN,Turoczy K,117
New Castle,09-08,State Assembly,8,DEMOCRATIC,"Brady, D D",361
New Castle,09-08,State Assembly,8,REPUBLICAN,Turoczy K,230
New Castle,10-08,State Assembly,8,DEMOCRATIC,"Brady, D D",310
New Castle,10-08,State Assembly,8,REPUBLICAN,Turoczy K,380
New Castle,Total,State Assembly,8,DEMOCRATIC,"Brady, D D",4996
New Castle,Total,State Assembly,8,REPUBLICAN,Turoczy K,2089
New Castle,01-09,State Assembly,9,DEMOCRATIC,Hall-Long,179
New Castle,01-09,State Assembly,9,REPUBLICAN,Cathcart R,160
New Castle,02-09,State Assembly,9,DEMOCRATIC,Hall-Long,421
New Castle,02-09,State Assembly,9,REPUBLICAN,Cathcart R,313
New Castle,03-09,State Assembly,9,DEMOCRATIC,Hall-Long,909
New Castle,03-09,State Assembly,9,REPUBLICAN,Cathcart R,864
New Castle,04-09,State Assembly,9,DEMOCRATIC,Hall-Long,960
New Castle,04-09,State Assembly,9,REPUBLICAN,Cathcart R,701
New Castle,05-09,State Assembly,9,DEMOCRATIC,Hall-Long,318
New Castle,05-09,State Assembly,9,REPUBLICAN,Cathcart R,529
New Castle,06-09,State Assembly,9,DEMOCRATIC,Hall-Long,457
New Castle,06-09,State Assembly,9,REPUBLICAN,Cathcart R,406
New Castle,07-09,State Assembly,9,DEMOCRATIC,Hall-Long,613
New Castle,07-09,State Assembly,9,REPUBLICAN,Cathcart R,592
New Castle,08-09,State Assembly,9,DEMOCRATIC,Hall-Long,375
New Castle,08-09,State Assembly,9,REPUBLICAN,Cathcart R,552
New Castle,09-09,State Assembly,9,DEMOCRATIC,Hall-Long,303
New Castle,09-09,State Assembly,9,REPUBLICAN,Cathcart R,295
New Castle,10-09,State Assembly,9,DEMOCRATIC,Hall-Long,376
New Castle,10-09,State Assembly,9,REPUBLICAN,Cathcart R,501
New Castle,11-09,State Assembly,9,DEMOCRATIC,Hall-Long,974
New Castle,11-09,State Assembly,9,REPUBLICAN,Cathcart R,1127
New Castle,Total,State Assembly,9,DEMOCRATIC,Hall-Long,5885
New Castle,Total,State Assembly,9,REPUBLICAN,Cathcart R,6040
New Castle,01-10,State Assembly,10,DEMOCRATIC,Popo T J,355
New Castle,01-10,State Assembly,10,REPUBLICAN,Valilhura,484
New Castle,02-10,State Assembly,10,DEMOCRATIC,Popo T J,383
New Castle,02-10,State Assembly,10,REPUBLICAN,Valilhura,684
New Castle,03-10,State Assembly,10,DEMOCRATIC,Popo T J,358
New Castle,03-10,State Assembly,10,REPUBLICAN,Valilhura,648
New Castle,04-10,State Assembly,10,DEMOCRATIC,Popo T J,338
New Castle,04-10,State Assembly,10,REPUBLICAN,Valilhura,657
New Castle,05-10,State Assembly,10,DEMOCRATIC,Popo T J,250
New Castle,05-10,State Assembly,10,REPUBLICAN,Valilhura,705
New Castle,06-10,State Assembly,10,DEMOCRATIC,Popo T J,311
New Castle,06-10,State Assembly,10,REPUBLICAN,Valilhura,679
New Castle,07-10,State Assembly,10,DEMOCRATIC,Popo T J,202
