county,election_district,office,district,party,candidate,votes
New Castle,07-10,State Assembly,10,REPUBLICAN,Valilhura,654
New Castle,08-10,State Assembly,10,DEMOCRATIC,Popo T J,137
New Castle,08-10,State Assembly,10,REPUBLICAN,Valilhura,521
New Castle,09-10,State Assembly,10,DEMOCRATIC,Popo T J,323
New Castle,09-10,State Assembly,10,REPUBLICAN,Valilhura,516
New Castle,Total,State Assembly,10,DEMOCRATIC,Popo T J,2657
New Castle,Total,State Assembly,10,REPUBLICAN,Valilhura,5548
New Castle,01-11,State Assembly,11,DEMOCRATIC,Biener S L,256
New Castle,01-11,State Assembly,11,REPUBLICAN,Lavelle G,439
New Castle,02-11,State Assembly,11,DEMOCRATIC,Biener S L,165
New Castle,02-11,State Assembly,11,REPUBLICAN,Lavelle G,249
New Castle,03-11,State Assembly,11,DEMOCRATIC,Biener S L,473
New Castle,03-11,State Assembly,11,REPUBLICAN,Lavelle G,743
New Castle,04-11,State Assembly,11,DEMOCRATIC,Biener S L,435
New Castle,04-11,State Assembly,11,REPUBLICAN,Lavelle G,640
New Castle,05-11,State Assembly,11,DEMOCRATIC,Biener S L,364
New Castle,05-11,State Assembly,11,REPUBLICAN,Lavelle G,626
New Castle,06-11,State Assembly,11,DEMOCRATIC,Biener S L,358
New Castle,06-11,State Assembly,11,REPUBLICAN,Lavelle G,534
New Castle,07-11,State Assembly,11,DEMOCRATIC,Biener S L,167
New Castle,07-11,State Assembly,11,REPUBLICAN,Lavelle G,482
New Castle,08-11,State Assembly,11,DEMOCRATIC,Biener S L,269
New Castle,08-11,State Assembly,11,REPUBLICAN,Lavelle G,422
New Castle,09-11,State Assembly,11,DEMOCRATIC,Biener S L,336
New Castle,09-11,State Assembly,11,REPUBLICAN,Lavelle G,518
New Castle,10-11,State Assembly,11,DEMOCRATIC,Biener S L,259
New Castle,10-11,State Assembly,11,REPUBLICAN,Lavelle G,804
New Castle,11-11,State Assembly,11,DEMOCRATIC,Biener S L,304
New Castle,11-11,State Assembly,11,REPUBLICAN,Lavelle G,633
New Castle,Total,State Assembly,11,DEMOCRATIC,Biener S L,3386
New Castle,Total,State Assembly,11,REPUBLICAN,Lavelle G,6090
New Castle,01-12,State Assembly,12,REPUBLICAN,Capano D H,257
New Castle,02-12,State Assembly,12,REPUBLICAN,Capano D H,334
New Castle,03-12,State Assembly,12,REPUBLICAN,Capano D H,250
New Castle,04-12,State Assembly,12,REPUBLICAN,Capano D H,573
New Castle,05-12,State Assembly,12,REPUBLICAN,Capano D H,774
New Castle,06-12,State Assembly,12,REPUBLICAN,Capano D H,961
New Castle,07-12,State Assembly,12,REPUBLICAN,Capano D H,345
New Castle,08-12,State Assembly,12,REPUBLICAN,Capano D H,787
New Castle,09-12,State Assembly,12,REPUBLICAN,Capano D H,808
New Castle,10-12,State Assembly,12,REPUBLICAN,Capano D H,497
New Castle,11-12,State Assembly,12,REPUBLICAN,Capano D H,478
New Castle,12-12,State Assembly,12,REPUBLICAN,Capano D H,749
New Castle,13-12,State Assembly,12,REPUBLICAN,Capano D H,488
New Castle,Total,State Assembly,12,REPUBLICAN,Capano D H,7301
New Castle,01-13,State Assembly,13,DEMOCRATIC,Vansant J,620
New Castle,02-13,State Assembly,13,DEMOCRATIC,Vansant J,715
New Castle,03-13,State Assembly,13,DEMOCRATIC,Vansant J,641
New Castle,04-13,State Assembly,13,DEMOCRATIC,Vansant J,519
New Castle,05-13,State Assembly,13,DEMOCRATIC,Vansant J,851
New Castle,06-13,State Assembly,13,DEMOCRATIC,Vansant J,639
New Castle,07-13,State Assembly,13,DEMOCRATIC,Vansant J,432
New Castle,08-13,State Assembly,13,DEMOCRATIC,Vansant J,413
New Castle,09-13,State Assembly,13,DEMOCRATIC,Vansant J,695
New Castle,10-13,State Assembly,13,DEMOCRATIC,Vansant J,314
New Castle,Total,State Assembly,13,DEMOCRATIC,Vansant J,5839
New Castle,01-14,State Assembly,14,DEMOCRATIC,Diliberto,574
New Castle,02-14,State Assembly,14,DEMOCRATIC,Diliberto,438
New Castle,03-14,State Assembly,14,DEMOCRATIC,Diliberto,591
New Castle,04-14,State Assembly,14,DEMOCRATIC,Diliberto,798
New Castle,05-14,State Assembly,14,DEMOCRATIC,Diliberto,109
New Castle,06-14,State Assembly,14,DEMOCRATIC,Diliberto,287
New Castle,07-14,State Assembly,14,DEMOCRATIC,Diliberto,117
New Castle,08-14,State Assembly,14,DEMOCRATIC,Diliberto,680
New Castle,09-14,State Assembly,14,DEMOCRATIC,Diliberto,452
New Castle,10-14,State Assembly,14,DEMOCRATIC,Diliberto,415
New Castle,11-14,State Assembly,14,DEMOCRATIC,Diliberto,700
New Castle,Total,State Assembly,14,DEMOCRATIC,Diliberto,5161
New Castle,01-15,State Assembly,15,REPUBLICAN,Reynolds B,578
New Castle,02-15,State Assembly,15,REPUBLICAN,Reynolds B,809
New Castle,03-15,State Assembly,15,REPUBLICAN,Reynolds B,275
New Castle,04-15,State Assembly,15,REPUBLICAN,Reynolds B,556
New Castle,05-15,State Assembly,15,REPUBLICAN,Reynolds B,387
New Castle,06-15,State Assembly,15,REPUBLICAN,Reynolds B,24
New Castle,07-15,State Assembly,15,REPUBLICAN,Reynolds B,471
New Castle,08-15,State Assembly,15,REPUBLICAN,Reynolds B,910
New Castle,09-15,State Assembly,15,REPUBLICAN,Reynolds B,576
New Castle,10-15,State Assembly,15,REPUBLICAN,Reynolds B,359
New Castle,Total,State Assembly,15,REPUBLICAN,Reynolds B,4945
New Castle,01-16,State Assembly,16,DEMOCRATIC,Houghton W,718
New Castle,01-16,State Assembly,16,NATURAL LW,Mattson N,32
New Castle,02-16,State Assembly,16,DEMOCRATIC,Houghton W,534
New Castle,02-16,State Assembly,16,NATURAL LW,Mattson N,34
New Castle,03-16,State Assembly,16,DEMOCRATIC,Houghton W,490
New Castle,03-16,State Assembly,16,NATURAL LW,Mattson N,17
New Castle,04-16,State Assembly,16,DEMOCRATIC,Houghton W,229
New Castle,04-16,State Assembly,16,NATURAL LW,Mattson N,12
New Castle,05-16,State Assembly,16,DEMOCRATIC,Houghton W,658
New Castle,05-16,State Assembly,16,NATURAL LW,Mattson N,42
New Castle,06-16,State Assembly,16,DEMOCRATIC,Houghton W,674
New Castle,06-16,State Assembly,16,NATURAL LW,Mattson N,28
New Castle,07-16,State Assembly,16,DEMOCRATIC,Houghton W,619
New Castle,07-16,State Assembly,16,NATURAL LW,Mattson N,16
New Castle,08-16,State Assembly,16,DEMOCRATIC,Houghton W,441
New Castle,08-16,State Assembly,16,NATURAL LW,Mattson N,29
New Castle,09-16,State Assembly,16,DEMOCRATIC,Houghton W,439
New Castle,09-16,State Assembly,16,NATURAL LW,Mattson N,30
New Castle,10-16,State Assembly,16,DEMOCRATIC,Houghton W,232
New Castle,10-16,State Assembly,16,NATURAL LW,Mattson N,7
New Castle,Total,State Assembly,16,DEMOCRATIC,Houghton W,5034
New Castle,Total,State Assembly,16,NATURAL LW,Mattson N,247
New Castle,01-17,State Assembly,17,DEMOCRATIC,Mulrooney,430
New Castle,01-17,State Assembly,17,REPUBLICAN,Shaw M S,146
New Castle,02-17,State Assembly,17,DEMOCRATIC,Mulrooney,380
New Castle,02-17,State Assembly,17,REPUBLICAN,Shaw M S,186
New Castle,03-17,State Assembly,17,DEMOCRATIC,Mulrooney,309
New Castle,03-17,State Assembly,17,REPUBLICAN,Shaw M S,78
New Castle,04-17,State Assembly,17,DEMOCRATIC,Mulrooney,449
New Castle,04-17,State Assembly,17,REPUBLICAN,Shaw M S,167
New Castle,05-17,State Assembly,17,DEMOCRATIC,Mulrooney,869
New Castle,05-17,State Assembly,17,REPUBLICAN,Shaw M S,338
New Castle,06-17,State Assembly,17,DEMOCRATIC,Mulrooney,647
New Castle,06-17,State Assembly,17,REPUBLICAN,Shaw M S,234
New Castle,07-17,State Assembly,17,DEMOCRATIC,Mulrooney,516
New Castle,07-17,State Assembly,17,REPUBLICAN,Shaw M S,190
New Castle,08-17,State Assembly,17,DEMOCRATIC,Mulrooney,506
New Castle,08-17,State Assembly,17,REPUBLICAN,Shaw M S,173
New Castle,09-17,State Assembly,17,DEMOCRATIC,Mulrooney,218
New Castle,09-17,State Assembly,17,REPUBLICAN,Shaw M S,143
New Castle,10-17,State Assembly,17,DEMOCRATIC,Mulrooney,360
New Castle,10-17,State Assembly,17,REPUBLICAN,Shaw M S,45
New Castle,11-17,State Assembly,17,DEMOCRATIC,Mulrooney,443
New Castle,11-17,State Assembly,17,REPUBLICAN,Shaw M S,104
New Castle,Total,State Assembly,17,DEMOCRATIC,Mulrooney,5127
New Castle,Total,State Assembly,17,REPUBLICAN,Shaw M S,1804
New Castle,01-18,State Assembly,18,DEMOCRATIC,Anglin F,256
New Castle,01-18,State Assembly,18,REPUBLICAN,Spence T R,544
New Castle,02-18,State Assembly,18,DEMOCRATIC,Anglin F,240
New Castle,02-18,State Assembly,18,REPUBLICAN,Spence T R,354
New Castle,03-18,State Assembly,18,DEMOCRATIC,Anglin F,156
New Castle,03-18,State Assembly,18,REPUBLICAN,Spence T R,199
New Castle,04-18,State Assembly,18,DEMOCRATIC,Anglin F,426
New Castle,04-18,State Assembly,18,REPUBLICAN,Spence T R,656
New Castle,05-18,State Assembly,18,DEMOCRATIC,Anglin F,400
New Castle,05-18,State Assembly,18,REPUBLICAN,Spence T R,624
New Castle,06-18,State Assembly,18,DEMOCRATIC,Anglin F,302
New Castle,06-18,State Assembly,18,REPUBLICAN,Spence T R,247
New Castle,07-18,State Assembly,18,DEMOCRATIC,Anglin F,510
New Castle,07-18,State Assembly,18,REPUBLICAN,Spence T R,558
New Castle,08-18,State Assembly,18,DEMOCRATIC,Anglin F,5
New Castle,08-18,State Assembly,18,REPUBLICAN,Spence T R,12
New Castle,09-18,State Assembly,18,DEMOCRATIC,Anglin F,328
New Castle,09-18,State Assembly,18,REPUBLICAN,Spence T R,503
New Castle,10-18,State Assembly,18,DEMOCRATIC,Anglin F,200
New Castle,10-18,State Assembly,18,REPUBLICAN,Spence T R,234
New Castle,Total,State Assembly,18,DEMOCRATIC,Anglin F,2823
New Castle,Total,State Assembly,18,REPUBLICAN,Spence T R,3931
New Castle,01-19,State Assembly,19,DEMOCRATIC,Gilligan R,975
New Castle,02-19,State Assembly,19,DEMOCRATIC,Gilligan R,713
New Castle,03-19,State Assembly,19,DEMOCRATIC,Gilligan R,786
New Castle,04-19,State Assembly,19,DEMOCRATIC,Gilligan R,699
New Castle,05-19,State Assembly,19,DEMOCRATIC,Gilligan R,471
New Castle,06-19,State Assembly,19,DEMOCRATIC,Gilligan R,356
New Castle,07-19,State Assembly,19,DEMOCRATIC,Gilligan R,731
New Castle,08-19,State Assembly,19,DEMOCRATIC,Gilligan R,494
New Castle,09-19,State Assembly,19,DEMOCRATIC,Gilligan R,433
New Castle,Total,State Assembly,19,DEMOCRATIC,Gilligan R,5658
New Castle,01-20,State Assembly,20,REPUBLICAN,Roy R P,638
New Castle,02-20,State Assembly,20,REPUBLICAN,Roy R P,570
New Castle,03-20,State Assembly,20,REPUBLICAN,Roy R P,522
New Castle,04-20,State Assembly,20,REPUBLICAN,Roy R P,664
New Castle,05-20,State Assembly,20,REPUBLICAN,Roy R P,282
New Castle,06-20,State Assembly,20,REPUBLICAN,Roy R P,858
New Castle,07-20,State Assembly,20,REPUBLICAN,Roy R P,768
New Castle,08-20,State Assembly,20,REPUBLICAN,Roy R P,762
New Castle,09-20,State Assembly,20,REPUBLICAN,Roy R P,790
New Castle,10-20,State Assembly,20,REPUBLICAN,Roy R P,425
New Castle,11-20,State Assembly,20,REPUBLICAN,Roy R P,716
New Castle,12-20,State Assembly,20,REPUBLICAN,Roy R P,714
New Castle,Total,State Assembly,20,REPUBLICAN,Roy R P,7709
New Castle,01-21,State Assembly,21,REPUBLICAN,Maier P S,655
New Castle,02-21,State Assembly,21,REPUBLICAN,Maier P S,275
New Castle,03-21,State Assembly,21,REPUBLICAN,Maier P S,698
New Castle,04-21,State Assembly,21,REPUBLICAN,Maier P S,425
New Castle,05-21,State Assembly,21,REPUBLICAN,Maier P S,509
New Castle,06-21,State Assembly,21,REPUBLICAN,Maier P S,833
New Castle,07-21,State Assembly,21,REPUBLICAN,Maier P S,789
New Castle,08-21,State Assembly,21,REPUBLICAN,Maier P S,739
New Castle,09-21,State Assembly,21,REPUBLICAN,Maier P S,918
New Castle,10-21,State Assembly,21,REPUBLICAN,Maier P S,440
New Castle,Total,State Assembly,21,REPUBLICAN,Maier P S,6281
New Castle,01-22,State Assembly,22,REPUBLICAN,Miro J E,349
New Castle,02-22,State Assembly,22,REPUBLICAN,Miro J E,377
New Castle,03-22,State Assembly,22,REPUBLICAN,Miro J E,1098
New Castle,04-22,State Assembly,22,REPUBLICAN,Miro J E,762
New Castle,05-22,State Assembly,22,REPUBLICAN,Miro J E,952
New Castle,06-22,State Assembly,22,REPUBLICAN,Miro J E,1029
New Castle,07-22,State Assembly,22,REPUBLICAN,Miro J E,606
New Castle,08-22,State Assembly,22,REPUBLICAN,Miro J E,394
New Castle,09-22,State Assembly,22,REPUBLICAN,Miro J E,810
New Castle,10-22,State Assembly,22,REPUBLICAN,Miro J E,539
New Castle,11-22,State Assembly,22,REPUBLICAN,Miro J E,616
New Castle,12-22,State Assembly,22,REPUBLICAN,Miro J E,445
New Castle,Total,State Assembly,22,REPUBLICAN,Miro J E,7977
New Castle,01-23,State Assembly,23,DEMOCRATIC,Hendricks,74
New Castle,01-23,State Assembly,23,REPUBLICAN,Boulden T,66
New Castle,02-23,State Assembly,23,DEMOCRATIC,Hendricks,309
New Castle,02-23,State Assembly,23,REPUBLICAN,Boulden T,474
New Castle,03-23,State Assembly,23,DEMOCRATIC,Hendricks,464
New Castle,03-23,State Assembly,23,REPUBLICAN,Boulden T,571
New Castle,04-23,State Assembly,23,DEMOCRATIC,Hendricks,398
New Castle,04-23,State Assembly,23,REPUBLICAN,Boulden T,481
New Castle,05-23,State Assembly,23,DEMOCRATIC,Hendricks,479
New Castle,05-23,State Assembly,23,REPUBLICAN,Boulden T,520
New Castle,06-23,State Assembly,23,DEMOCRATIC,Hendricks,432
New Castle,06-23,State Assembly,23,REPUBLICAN,Boulden T,383
New Castle,07-23,State Assembly,23,DEMOCRATIC,Hendricks,416
New Castle,07-23,State Assembly,23,REPUBLICAN,Boulden T,418
New Castle,08-23,State Assembly,23,DEMOCRATIC,Hendricks,98
New Castle,08-23,State Assembly,23,REPUBLICAN,Boulden T,120
New Castle,09-23,State Assembly,23,DEMOCRATIC,Hendricks,206
New Castle,09-23,State Assembly,23,REPUBLICAN,Boulden T,355
New Castle,Total,State Assembly,23,DEMOCRATIC,Hendricks,2876
New Castle,Total,State Assembly,23,REPUBLICAN,Boulden T,3388
New Castle,01-24,State Assembly,24,REPUBLICAN,Oberle W A,296
New Castle,02-24,State Assembly,24,REPUBLICAN,Oberle W A,895
New Castle,03-24,State Assembly,24,REPUBLICAN,Oberle W A,348
New Castle,04-24,State Assembly,24,REPUBLICAN,Oberle W A,669
New Castle,05-24,State Assembly,24,REPUBLICAN,Oberle W A,485
New Castle,06-24,State Assembly,24,REPUBLICAN,Oberle W A,496
New Castle,07-24,State Assembly,24,REPUBLICAN,Oberle W A,888
New Castle,08-24,State Assembly,24,REPUBLICAN,Oberle W A,451
New Castle,Total,State Assembly,24,REPUBLICAN,Oberle W A,4528
New Castle,01-25,State Assembly,25,DEMOCRATIC,Cobb G K,329
New Castle,01-25,State Assembly,25,REPUBLICAN,Ulbrich S,393
New Castle,02-25,State Assembly,25,DEMOCRATIC,Cobb G K,305
New Castle,02-25,State Assembly,25,REPUBLICAN,Ulbrich S,617
New Castle,03-25,State Assembly,25,DEMOCRATIC,Cobb G K,364
New Castle,03-25,State Assembly,25,REPUBLICAN,Ulbrich S,469
New Castle,04-25,State Assembly,25,DEMOCRATIC,Cobb G K,299
New Castle,04-25,State Assembly,25,REPUBLICAN,Ulbrich S,415
New Castle,05-25,State Assembly,25,DEMOCRATIC,Cobb G K,313
New Castle,05-25,State Assembly,25,REPUBLICAN,Ulbrich S,574
New Castle,06-25,State Assembly,25,DEMOCRATIC,Cobb G K,239
New Castle,06-25,State Assembly,25,REPUBLICAN,Ulbrich S,592
New Castle,07-25,State Assembly,25,DEMOCRATIC,Cobb G K,189
New Castle,07-25,State Assembly,25,REPUBLICAN,Ulbrich S,553
New Castle,Total,State Assembly,25,DEMOCRATIC,Cobb G K,2038
New Castle,Total,State Assembly,25,REPUBLICAN,Ulbrich S,3613
New Castle,01-26,State Assembly,26,DEMOCRATIC,Viola J J,1024
New Castle,01-26,State Assembly,26,REPUBLICAN,Megahan J,343
New Castle,01-26,State Assembly,26,LIBERTARIN,Gregg A,23
New Castle,02-26,State Assembly,26,DEMOCRATIC,Viola J J,355
New Castle,02-26,State Assembly,26,REPUBLICAN,Megahan J,130
New Castle,02-26,State Assembly,26,LIBERTARIN,Gregg A,7
New Castle,03-26,State Assembly,26,DEMOCRATIC,Viola J J,682
New Castle,03-26,State Assembly,26,REPUBLICAN,Megahan J,268
New Castle,03-26,State Assembly,26,LIBERTARIN,Gregg A,14
New Castle,04-26,State Assembly,26,DEMOCRATIC,Viola J J,695
New Castle,04-26,State Assembly,26,REPUBLICAN,Megahan J,155
New Castle,04-26,State Assembly,26,LIBERTARIN,Gregg A,7
New Castle,05-26,State Assembly,26,DEMOCRATIC,Viola J J,654
New Castle,05-26,State Assembly,26,REPUBLICAN,Megahan J,316
New Castle,05-26,State Assembly,26,LIBERTARIN,Gregg A,18
New Castle,06-26,State Assembly,26,DEMOCRATIC,Viola J J,503
New Castle,06-26,State Assembly,26,REPUBLICAN,Megahan J,207
New Castle,06-26,State Assembly,26,LIBERTARIN,Gregg A,8
New Castle,07-26,State Assembly,26,DEMOCRATIC,Viola J J,821
New Castle,07-26,State Assembly,26,REPUBLICAN,Megahan J,267
New Castle,07-26,State Assembly,26,LIBERTARIN,Gregg A,6
New Castle,08-26,State Assembly,26,DEMOCRATIC,Viola J J,667
New Castle,08-26,State Assembly,26,REPUBLICAN,Megahan J,200
New Castle,08-26,State Assembly,26,LIBERTARIN,Gregg A,13
New Castle,09-26,State Assembly,26,DEMOCRATIC,Viola J J,653
New Castle,09-26,State Assembly,26,REPUBLICAN,Megahan J,141
New Castle,09-26,State Assembly,26,LIBERTARIN,Gregg A,8
New Castle,Total,State Assembly,26,DEMOCRATIC,Viola J J,6054
New Castle,Total,State Assembly,26,REPUBLICAN,Megahan J,2027
New Castle,Total,State Assembly,26,LIBERTARIN,Gregg A,104
New Castle,01-27,State Assembly,27,REPUBLICAN,Lofink V A,655
New Castle,02-27,State Assembly,27,REPUBLICAN,Lofink V A,681
New Castle,03-27,State Assembly,27,REPUBLICAN,Lofink V A,1185
New Castle,04-27,State Assembly,27,REPUBLICAN,Lofink V A,530
New Castle,05-27,State Assembly,27,REPUBLICAN,Lofink V A,924
New Castle,06-27,State Assembly,27,REPUBLICAN,Lofink V A,523
New Castle,07-27,State Assembly,27,REPUBLICAN,Lofink V A,949
New Castle,08-27,State Assembly,27,REPUBLICAN,Lofink V A,823
New Castle,09-27,State Assembly,27,REPUBLICAN,Lofink V A,763
New Castle,10-27,State Assembly,27,REPUBLICAN,Lofink V A,991
New Castle,11-27,State Assembly,27,REPUBLICAN,Lofink V A,1077
New Castle,12-27,State Assembly,27,REPUBLICAN,Lofink V A,373
New Castle,Total,State Assembly,27,REPUBLICAN,Lofink V A,9474
New Castle,01-28,State Assembly,28,DEMOCRATIC,Ennis B C,915
New Castle,01-28,State Assembly,28,LIBERTARIN,Lewis T S,60
Kent,02-28,State Assembly,28,DEMOCRATIC,Ennis B C,1063
Kent,02-28,State Assembly,28,LIBERTARIN,Lewis T S,36
Kent,03-28,State Assembly,28,DEMOCRATIC,Ennis B C,992
Kent,03-28,State Assembly,28,LIBERTARIN,Lewis T S,34
Kent,04-28,State Assembly,28,DEMOCRATIC,Ennis B C,1158
Kent,04-28,State Assembly,28,LIBERTARIN,Lewis T S,49
Kent,05-28,State Assembly,28,DEMOCRATIC,Ennis B C,100
Kent,05-28,State Assembly,28,LIBERTARIN,Lewis T S,6
Kent,06-28,State Assembly,28,DEMOCRATIC,Ennis B C,433
Kent,06-28,State Assembly,28,LIBERTARIN,Lewis T S,26
Kent,07-28,State Assembly,28,DEMOCRATIC,Ennis B C,679
Kent,07-28,State Assembly,28,LIBERTARIN,Lewis T S,32
Kent,Total,State Assembly,28,DEMOCRATIC,Ennis B C,5340
Kent,Total,State Assembly,28,LIBERTARIN,Lewis T S,243
Kent,01-29,State Assembly,29,DEMOCRATIC,Everett R,1113
Kent,01-29,State Assembly,29,REPUBLICAN,Thornburg,890
Kent,02-29,State Assembly,29,DEMOCRATIC,Everett R,778
Kent,02-29,State Assembly,29,REPUBLICAN,Thornburg,922
Kent,03-29,State Assembly,29,DEMOCRATIC,Everett R,239
Kent,03-29,State Assembly,29,REPUBLICAN,Thornburg,349
Kent,04-29,State Assembly,29,DEMOCRATIC,Everett R,494
Kent,04-29,State Assembly,29,REPUBLICAN,Thornburg,988
Kent,05-29,State Assembly,29,DEMOCRATIC,Everett R,60
Kent,05-29,State Assembly,29,REPUBLICAN,Thornburg,111
Kent,06-29,State Assembly,29,DEMOCRATIC,Everett R,235
Kent,06-29,State Assembly,29,REPUBLICAN,Thornburg,350
Kent,07-29,State Assembly,29,DEMOCRATIC,Everett R,130
Kent,07-29,State Assembly,29,REPUBLICAN,Thornburg,243
Kent,08-29,State Assembly,29,DEMOCRATIC,Everett R,111
Kent,08-29,State Assembly,29,REPUBLICAN,Thornburg,175
Kent,Total,State Assembly,29,DEMOCRATIC,Everett R,3160
Kent,Total,State Assembly,29,REPUBLICAN,Thornburg,4028
Kent,01-30,State Assembly,30,DEMOCRATIC,Darling P,374
Kent,01-30,State Assembly,30,REPUBLICAN,Quillen G,533
Kent,02-30,State Assembly,30,DEMOCRATIC,Darling P,338
Kent,02-30,State Assembly,30,REPUBLICAN,Quillen G,510
Kent,03-30,State Assembly,30,DEMOCRATIC,Darling P,133
Kent,03-30,State Assembly,30,REPUBLICAN,Quillen G,224
Kent,04-30,State Assembly,30,DEMOCRATIC,Darling P,479
Kent,04-30,State Assembly,30,REPUBLICAN,Quillen G,1047
Kent,05-30,State Assembly,30,DEMOCRATIC,Darling P,160
Kent,05-30,State Assembly,30,REPUBLICAN,Quillen G,516
Kent,06-30,State Assembly,30,DEMOCRATIC,Darling P,46
Kent,06-30,State Assembly,30,REPUBLICAN,Quillen G,316
Kent,07-30,State Assembly,30,DEMOCRATIC,Darling P,137
Kent,07-30,State Assembly,30,REPUBLICAN,Quillen G,496
Kent,08-30,State Assembly,30,DEMOCRATIC,Darling P,223
Kent,08-30,State Assembly,30,REPUBLICAN,Quillen G,703
Kent,09-30,State Assembly,30,DEMOCRATIC,Darling P,130
Kent,09-30,State Assembly,30,REPUBLICAN,Quillen G,331
Kent,Total,State Assembly,30,DEMOCRATIC,Darling P,2020
Kent,Total,State Assembly,30,REPUBLICAN,Quillen G,4676
Kent,01-31,State Assembly,31,REPUBLICAN,Wagner N H,1005
Kent,02-31,State Assembly,31,REPUBLICAN,Wagner N H,635
Kent,03-31,State Assembly,31,REPUBLICAN,Wagner N H,414
Kent,04-31,State Assembly,31,REPUBLICAN,Wagner N H,502
Kent,05-31,State Assembly,31,REPUBLICAN,Wagner N H,526
Kent,06-31,State Assembly,31,REPUBLICAN,Wagner N H,685
Kent,07-31,State Assembly,31,REPUBLICAN,Wagner N H,435
Kent,08-31,State Assembly,31,REPUBLICAN,Wagner N H,933
Kent,Total,State Assembly,31,REPUBLICAN,Wagner N H,5135
Kent,01-32,State Assembly,32,DEMOCRATIC,Daisey W H,456
Kent,01-32,State Assembly,32,REPUBLICAN,Stone D D,310
Kent,02-32,State Assembly,32,DEMOCRATIC,Daisey W H,700
Kent,02-32,State Assembly,32,REPUBLICAN,Stone D D,561
Kent,03-32,State Assembly,32,DEMOCRATIC,Daisey W H,404
Kent,03-32,State Assembly,32,REPUBLICAN,Stone D D,479
Kent,04-32,State Assembly,32,DEMOCRATIC,Daisey W H,392
Kent,04-32,State Assembly,32,REPUBLICAN,Stone D D,497
Kent,05-32,State Assembly,32,DEMOCRATIC,Daisey W H,254
Kent,05-32,State Assembly,32,REPUBLICAN,Stone D D,292
Kent,06-32,State Assembly,32,DEMOCRATIC,Daisey W H,222
Kent,06-32,State Assembly,32,REPUBLICAN,Stone D D,449
Kent,07-32,State Assembly,32,DEMOCRATIC,Daisey W H,157
Kent,07-32,State Assembly,32,REPUBLICAN,Stone D D,229
Kent,08-32,State Assembly,32,DEMOCRATIC,Daisey W H,97
Kent,08-32,State Assembly,32,REPUBLICAN,Stone D D,199
Kent,09-32,State Assembly,32,DEMOCRATIC,Daisey W H,87
Kent,09-32,State Assembly,32,REPUBLICAN,Stone D D,41
Kent,Total,State Assembly,32,DEMOCRATIC,Daisey W H,2769
Kent,Total,State Assembly,32,REPUBLICAN,Stone D D,3057
Kent,01-33,State Assembly,33,DEMOCRATIC,Staley T C,38
Kent,01-33,State Assembly,33,REPUBLICAN,Caulk G W,78
Kent,02-33,State Assembly,33,DEMOCRATIC,Staley T C,386
Kent,02-33,State Assembly,33,REPUBLICAN,Caulk G W,795
Kent,03-33,State Assembly,33,DEMOCRATIC,Staley T C,117
Kent,03-33,State Assembly,33,REPUBLICAN,Caulk G W,213
Kent,04-33,State Assembly,33,DEMOCRATIC,Staley T C,172
Kent,04-33,State Assembly,33,REPUBLICAN,Caulk G W,190
